N,P,K,temperature,humidity,ph,rainfall,label
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
19,24,15,20.48954522,93.72485075,7.137136973,111.8391951,orange
39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange
20,20,10,11.86631922,93.68394562,6.976997772,106.060149,orange
5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
25,21,11,32.23797837,90.15406807,6.460044778,104.7052254,orange
14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
37,18,12,10.2708877,90.19147747,7.401121811,106.6955204,orange
26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
19,7,9,27.255435,91.71369387,6.969883483,101.139435,orange
28,7,9,34.5917846,92.13229786,6.730757538,115.5650287,orange
24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
20,23,11,31.8520694,90.12220323,6.407715561,109.9455062,orange
18,14,11,28.04799508,90.00621688,6.550814117,117.1311498,orange
34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
6,13,9,34.51423957,90.56151463,7.786725333,118.3271968,orange
27,30,5,32.71748548,90.54608254,7.656978112,113.328978,orange
13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
12.27837167,25.67597487,9.628217567,19.3637988,91.79559215,6.666648381,116.9508439,orange
33.13532078,8.049397031,12.11048318,21.70445396,92.63703314,7.248806859,101.7741058,orange
25.64836784,18.64835609,6.141182129,15.32759311,92.49501222,7.162019299,106.2152514,orange
11.95942505,18.30507638,10.82488787,20.26451479,92.14638493,7.721267377,112.610921,orange
14.86320572,10.85020849,9.6609318,25.09853736,92.14648246,7.098129623,108.9225775,orange
18.99185595,22.60806904,12.69995003,28.03338686,92.46820418,6.080739347,110.3776409,orange
9.067858726,21.77898364,12.99205351,25.10717722,92.18989877,6.913488216,107.3951644,orange
1.848121005,11.78495177,13.95281086,28.90403404,92.7204567,7.019138752,112.2762303,orange
30.67312723,19.98474147,13.21099433,24.75296844,91.94581586,7.17328509,108.6587681,orange
20.9482519,22.14677298,7.886330982,22.74192381,91.37015558,7.014551586,102.8960102,orange
10.41344178,16.80628365,13.79442613,20.37485539,92.04137355,7.046535696,115.8449029,orange
32.21449494,19.1895195,10.20975558,21.85767295,90.46074948,7.325204229,116.2495142,orange
9.931660241,12.16051658,9.98697325,24.51105507,91.31792843,6.758068053,115.1941929,orange
29.98382072,7.94361268,11.40900998,18.17152037,91.43509764,6.423434024,102.9932981,orange
14.69918308,15.46244243,7.003882286,21.03330138,94.04967305,6.334814664,110.8277957,orange
12.06291796,17.36112125,10.51359067,19.22586935,93.05400523,6.970759866,110.9601564,orange
20.61867311,10.41251218,7.460889856,32.4006146,92.99191203,6.962360865,103.9489179,orange
12.99063115,15.20176036,5.231191106,18.43368807,91.71311159,7.32858331,105.2032829,orange
21.46412506,12.30429707,10.83830232,17.14227795,91.22670587,7.205708297,107.2694492,orange
19.96557262,10.73364135,11.90475093,18.18122333,91.97703898,7.453783412,106.379198,orange
7.619994834,13.05042265,7.355780573,15.92099846,93.99714903,7.494160173,102.6088008,orange
6.191478883,21.87708155,11.56413184,25.25820797,92.45929406,6.716831887,111.7998119,orange
15.20081799,8.728414177,10.66937275,21.77692592,92.14496374,7.15472612,105.2735863,orange
13.76917181,17.10833724,7.043226981,25.53827979,92.48858373,6.949990051,110.4944324,orange
27.53076968,17.42092461,8.341004381,23.89883608,91.90343221,7.551669572,105.054438,orange
26.33299959,13.94876049,14.45680586,32.14229992,91.34746643,7.612325916,113.9760973,orange
18.6183569,28.97709062,11.49361287,25.53628407,92.62322858,6.483176404,114.6931625,orange
11.16453209,20.97380772,5.506494047,14.705892,93.81849859,7.070035774,111.7714602,orange
11.62093038,12.62655661,12.21410772,18.10142598,94.05411145,7.711324233,110.7226527,orange
15.62929533,16.2618552,13.15024733,27.01608082,93.36068757,7.226478267,116.5229486,orange
27.04506796,19.8483638,12.48437195,26.67218155,91.12184221,7.235989135,110.8626884,orange
24.1201343,16.26443695,12.26061024,25.16582421,92.04912911,6.301770978,116.0295479,orange
16.49580445,20.73317435,7.02164388,16.69869464,91.51567379,6.626506032,112.2728164,orange
15.82726633,14.78603077,10.01313202,14.43094382,91.47644731,6.382409717,117.5326575,orange
25.31430356,8.345498061,10.10750428,20.2042192,91.2198279,6.940139193,111.0158924,orange
9.642409912,15.47886937,9.052164177,25.66273182,91.2231475,7.158420351,116.8087312,orange
8.802336558,17.62644805,7.441108912,23.83982548,93.28642042,6.094332452,110.4492985,orange
16.72317047,15.46830237,8.314930584,18.31841236,92.09857222,6.726481067,118.497332,orange
14.51379386,10.86032593,6.943844582,22.18164315,92.53160355,7.521678186,108.2158537,orange
2.3535814,14.13260796,7.631073345,11.8243579,91.45105442,6.972245636,114.718091,orange
2.054316233,22.75446556,10.9807218,17.94576116,91.42787897,6.77121979,106.7668484,orange
7.741638437,22.60916656,14.62348054,28.8469152,92.6012078,7.203682316,114.1070333,orange
13.70686313,25.66495373,10.31869025,26.08698175,92.2874473,6.5678334,117.7334954,orange
32.86452881,14.74151657,12.54368483,17.55627166,91.69226921,6.658414481,109.0840174,orange
39.17831408,19.45427252,9.636604867,31.03225523,92.25812268,6.927064674,103.2079487,orange
29.71520896,17.872408,9.026064036,20.58046203,92.92985043,7.008602872,115.9629317,orange
25.43466314,13.20254153,10.97718284,15.62182458,91.75291218,6.420123867,109.0093769,orange
14.74546007,12.20408941,10.55088365,28.03386833,93.01833586,6.571004771,102.2416285,orange
19.07321657,23.17224482,9.078917128,31.77287134,92.66364511,7.329117235,105.8300537,orange
15.83719844,9.293567548,10.64295057,11.99965524,92.89521395,7.725496359,111.2497349,orange
18.96020259,15.81028174,7.394632023,16.16120159,92.13043979,7.154640154,104.7288818,orange
10.44619104,19.20367966,9.644569518,24.46536128,94.08901845,7.20096027,109.930655,orange
25.54463697,11.53197968,8.665610547,22.19048208,91.42672822,6.729629027,103.8711022,orange
21.63827357,19.73994147,9.291941188,18.14416421,91.80161751,6.673925345,107.2791444,orange
26.68350649,16.79775756,9.722171654,18.12405248,92.81795915,7.327482397,113.7150172,orange
12.03801909,13.21307861,8.447172085,21.59752802,92.09448334,6.931403227,109.5980942,orange
26.60414178,21.40157365,12.53899828,23.19685186,91.27502938,7.025282401,107.0487261,orange
22.04435048,14.88989257,12.56473929,22.89132662,92.37752331,6.69691429,111.6564039,orange
30.5852963,27.02788629,8.253678853,29.04484893,92.35729213,7.012682249,107.416193,orange
36.08465605,26.56206909,12.48380329,31.32090653,91.9778867,7.128125802,111.1845296,orange
24.62553838,23.86357239,9.17857431,19.11343283,90.5460272,7.197299688,110.2821216,orange
14.70079611,8.228725366,10.46024039,30.51014004,91.92255656,6.778033995,109.0982084,orange
20.57453417,23.9333994,12.4612184,27.26477083,92.55389559,7.067268683,117.7717013,orange
15.21732248,11.95127222,10.44304125,14.89376963,92.12456728,7.360670852,111.3815888,orange
19.80511074,23.12472278,12.50669643,24.72873691,93.39852161,6.650390179,108.1236217,orange
29.18712211,13.55998449,11.02844662,15.29783809,92.95948853,6.816702492,109.9830817,orange
18.68751946,27.80810759,11.91531159,29.42424614,93.63609746,6.542784148,116.7756067,orange
25.85208098,24.39990344,10.45890733,22.0566156,91.92433519,7.520484725,111.5488721,orange
27.81457646,21.68225506,10.19476648,27.11885485,90.76392199,6.550795583,112.5435576,orange
34.45040176,13.91005956,14.48238163,22.30120747,92.59094305,7.596442265,116.1446886,orange
28.05453794,11.70965181,11.83002099,19.15116861,92.72732533,6.823351689,107.8419558,orange
23.95216262,15.47440181,8.188635798,15.08151621,92.16887378,6.722777497,114.1329457,orange
19.37627636,15.05666183,10.37616286,17.69327705,92.68648139,7.514419722,107.8707003,orange
6.337501201,9.816205898,5.568233277,11.4166692,90.94085519,6.907229336,109.7001768,orange
14.7171267,10.30863956,9.482429515,22.83041093,94.68524064,7.117062462,115.9335943,orange
20.28617302,17.3854694,10.8153686,30.30349389,91.05363463,6.675819763,108.8616399,orange
20.19480741,13.19552498,11.14211352,23.17794694,93.89221759,6.804814496,110.0904787,orange
25.69737446,14.25787319,10.10144967,16.64669126,91.42344509,7.193497293,109.6382593,orange
18.14433914,16.2101522,6.677298169,22.98841648,93.88544996,6.939426082,110.0420947,orange
19.3971472,19.22526744,6.036103342,26.90554351,91.86152783,7.549813752,103.9428305,orange
28.33171352,22.44736044,9.772705793,17.13123457,92.65562852,7.486653035,102.4574199,orange
24.03802306,12.32068513,11.12184999,25.28348299,92.47018586,7.369334584,104.9559215,orange
25.95186071,13.46654432,9.153536191,33.40677371,93.26360322,7.106041055,112.1415426,orange
15.82707807,23.19671838,10.12881474,28.663886,93.38044599,6.774483012,112.5332155,orange
9.922353175,10.07823395,11.52078733,12.51413067,92.19036892,6.695674358,107.6035466,orange
18.68981658,22.20853735,10.65649825,24.57203193,92.93793473,6.657192126,106.2242533,orange
11.7452208,13.71560557,8.981159537,21.07400779,93.43919668,6.832319328,111.0518331,orange
15.42814615,16.63019178,9.743039174,28.02437942,91.13674101,6.598763155,111.0917953,orange
29.25648172,17.14493159,8.412845685,22.67807213,90.62292018,6.874487403,115.2484108,orange
24.51792185,17.90197932,11.23584202,30.57045469,94.1990287,6.832567874,111.4454558,orange
8.5417521,25.25070281,12.8978615,21.7816764,91.97860527,7.15900328,106.1738807,orange
34.46155585,19.14217588,11.04766815,25.12106977,91.2577744,7.352813833,112.5703829,orange
22.41196747,12.60434054,10.2452894,16.94122516,92.21881229,7.697598917,108.0785615,orange
32.55598402,13.15034154,12.12846329,31.16050427,92.0860899,7.295765891,116.7016652,orange
6.750904674,18.9672435,11.49805314,27.44540587,91.81224282,7.269810516,113.0807864,orange
21.47073303,28.90167976,6.590675553,29.05064952,91.61847801,7.310110271,107.6525824,orange
23.97605507,8.022741434,11.04822381,17.85782459,92.40528181,6.958208319,114.0978775,orange
14.22779902,13.20232658,8.946935971,25.0372347,94.1292591,6.869120473,112.1248791,orange
37.12738433,13.25642859,14.37092447,28.18589261,91.92567207,7.54909955,108.9437036,orange
25.6149973,18.61963311,11.89001163,16.75198273,92.40562136,7.460389053,107.3193638,orange
16.44353746,29.13624952,10.9109351,16.79849989,91.25269648,6.67996151,118.8518834,orange
31.13147781,9.225158935,11.45898879,19.59893928,92.04240527,7.49718321,104.7548895,orange
19.12857854,16.50441423,8.371096214,17.69448518,92.49779302,6.954956619,105.9907349,orange
11.00347909,22.15469677,10.49916493,21.06518279,92.54677701,7.265461487,108.9888361,orange
11.91253569,10.30191335,9.813408166,23.65123701,92.54472364,6.797508432,110.2932139,orange
17.86553018,23.2246308,11.80505244,22.39752493,92.48725268,6.644801796,109.5812378,orange
10.73715314,21.47404237,13.09851048,20.7443357,92.883104,7.352077904,108.5826963,orange
0.511782751,10.37934949,11.52256787,25.18636937,92.75609855,6.967376711,112.4790568,orange
28.64347751,18.02560597,12.28156439,27.44749324,91.53160757,7.059615312,108.2948649,orange
19.15071797,21.05353289,7.388194144,23.81007575,90.98233908,6.798067983,108.1399152,orange
20.4099654,11.00338006,12.77358539,21.7492531,92.74545422,6.949509223,115.0445993,orange
24.03644756,18.22505214,10.73434775,24.45920297,90.367552,6.951001853,114.3103337,orange
15.68828514,14.39679704,10.19200576,29.2616658,90.82830288,6.612163489,113.7196935,orange
21.43246752,7.737917521,11.93490681,21.50609689,91.37352073,6.65767971,102.4234529,orange
21.75559431,11.72814608,7.134933791,22.72415834,93.39587644,6.784747193,111.4976155,orange
12.69350151,14.86210105,10.43187917,22.66222678,92.98136796,6.681903772,106.2673237,orange
19.73071412,10.95674993,8.268710584,32.63835711,92.9752875,6.767352204,104.0563297,orange
19.69108183,15.7017702,6.271530491,17.80162599,90.97704167,7.230300332,106.6628528,orange
24.05272229,9.58922145,9.29202169,20.09657721,90.14490926,7.21435061,109.4607833,orange
24.2232603,15.41336806,9.59473696,19.54960514,92.28977005,7.506500401,105.6621953,orange
11.68103732,18.32148062,6.355583633,18.21358347,93.70289534,7.304082784,105.0823142,orange
11.58385932,22.21823351,13.57572375,25.69606485,93.23528107,6.789087644,114.2490166,orange
14.28318063,11.5268781,10.56576774,26.75804329,92.88684761,7.465839542,107.5162868,orange
13.0895075,20.05785325,7.649436841,27.23811255,92.50314114,7.207781168,115.5056738,orange
21.45980248,19.07611121,8.062937244,27.81881983,91.58683455,7.625186588,109.5899914,orange
24.78857299,10.87955747,12.29050203,30.92608071,91.5598535,7.597858382,110.9903512,orange
11.56461429,27.13286018,11.58115779,23.81832587,93.25888888,6.672245772,116.3096964,orange
21.15837184,14.86594307,7.223760385,16.14669717,94.15771391,7.205580308,115.2749582,orange
10.17539278,13.30241612,13.46099611,18.53661012,93.61636739,7.637929112,111.4767279,orange
7.986841741,10.42683438,12.03320297,32.78578354,92.38551528,7.044741888,115.7683109,orange
21.35556944,21.00441954,12.05385724,26.118255,91.44824613,7.598683308,113.0306727,orange
27.81445014,12.64323986,12.87427469,25.74997982,92.54315177,6.122040567,115.8666523,orange
15.06458584,19.74921551,8.368815076,14.07930506,91.66098532,6.546293912,111.4626285,orange
17.94733457,14.4329529,9.930722378,14.2271173,91.60442165,6.691647169,114.6172024,orange
21.1268213,14.16073863,10.45774041,22.34435993,91.46994598,6.82506251,111.4518449,orange
4.113504178,17.87464191,9.850096518,26.42413373,92.05915292,7.011188496,116.2740682,orange
10.40657989,23.39406442,8.466843295,26.6077126,92.90065104,6.089751694,109.2326014,orange
14.08340898,15.20322648,10.62542215,17.44671931,91.59174569,6.634641903,116.2620222,orange
13.17801697,5.371787178,5.510641295,28.20946667,91.44891345,7.601761289,111.5202526,orange
3.258410472,14.96250032,7.234048053,11.70948059,92.6821602,7.316358507,116.8937481,orange
11.77421433,28.6945794,11.20248049,18.26585339,92.34048199,7.166571312,104.2032915,orange
9.150412634,17.80452279,14.41921558,27.18930079,92.05439438,7.074723612,114.8962618,orange
19.00018337,21.21268162,11.86925779,26.12392299,91.91202737,6.32136523,118.3034184,orange
28.34286466,14.41333215,10.1505061,19.131766,91.91973068,6.885894107,110.6854335,orange
34.16719753,17.371451,9.550568265,29.77833103,91.55685497,6.909719349,103.8112053,orange
29.68757438,20.34190961,6.19290764,24.33711565,92.27731315,6.839484798,112.2795547,orange
30.15025273,13.58818056,10.53910207,18.2616097,92.21040272,6.615426988,111.5816474,orange
18.37481664,16.10969457,10.71693872,26.99046444,92.64018406,6.343264925,106.1370778,orange
22.98370314,20.47712849,8.111290049,29.85905106,92.39596698,7.517614077,104.2598683,orange
16.71809335,9.199969245,9.710875875,16.1061347,93.52344315,7.560364732,112.6231471,orange
27.33123113,11.86903218,6.897820238,20.31745479,92.28679375,7.343741712,105.7611753,orange
1.517846163,20.63555718,11.26851218,25.03458396,94.3624046,7.247128323,110.2889057,orange
29.43000179,11.45608254,8.383954218,20.97628132,92.22484602,6.814476134,107.2828985,orange
24.17592168,20.50673242,10.63872601,20.30181325,91.29297147,6.748368928,111.0231061,orange
29.44454777,17.21040038,7.109630897,16.71675598,92.91585366,7.347073557,111.1990459,orange
8.79214946,8.38738053,7.922586988,18.93548822,91.44172617,7.19359355,110.0483806,orange
26.65598876,21.91054848,12.11888353,22.45705409,91.75418558,6.667197397,106.8046037,orange
22.58567381,14.45860637,12.40465453,23.79866285,92.68340414,6.713671629,113.9847391,orange
28.33973665,25.87152364,8.982046277,31.68254518,91.68713329,6.472470771,109.7687446,orange
35.90315138,27.19775152,12.74376105,24.23210824,92.49281691,6.924810707,113.9202457,orange
20.80955398,18.86077515,10.08526013,19.72772558,90.44268866,7.187955641,111.1538808,orange
19.90328796,12.52611997,9.900862018,30.64677922,91.50419791,6.679469452,112.710808,orange
23.11972366,26.36826352,10.13786806,24.81748611,91.56906528,7.311049786,113.0581768,orange
16.40804027,12.30509835,8.333376847,14.39287352,92.03582219,7.464853828,111.7528101,orange
25.72090019,23.64320544,13.90687528,24.6123119,92.51864451,6.74045328,111.4778143,orange
35.92791463,13.50945859,9.961463886,15.60402482,92.92025034,6.695943503,107.7192528,orange
20.50712108,22.01322659,11.93399109,26.60874749,92.93245001,6.201867955,115.9705835,orange
25.19878888,22.15859048,10.42190987,20.85553124,91.03540906,7.661460921,111.2567527,orange
25.55524445,22.05488934,10.08495132,30.28632622,91.76485341,6.860305565,112.4502473,orange
27.20008833,15.5731703,12.45567738,20.34632997,93.06486985,7.512322011,116.1402128,orange
29.50577886,10.2989549,13.59215614,20.11434682,92.95006054,6.583839434,106.8571769,orange
22.56696389,14.69449781,10.99406118,16.96079671,92.65204237,6.630165504,119.1278317,orange
17.83097374,18.78869437,12.12952753,12.36719049,92.80380472,7.490416977,107.7182023,orange
11.98517296,14.97813999,7.037663106,14.22955926,91.65211364,6.642366621,109.4213617,orange
17.59228671,11.31416172,11.26325914,21.0726354,94.82692668,6.921673873,113.6254376,orange
23.78165118,15.46950359,10.13224939,29.33532477,91.06234048,6.703054038,110.2348074,orange
14.61012135,17.09141681,13.25858574,24.55983478,93.92547227,7.199975164,108.6546737,orange
28.82386754,14.45013818,10.88661316,15.28369443,91.14558404,6.908820202,110.0260528,orange
22.99929482,15.72158148,7.180993892,22.78715212,94.16523547,7.468721333,109.4576263,orange
23.58672999,19.13996472,7.320690708,24.69444936,91.911195,7.437971321,100.5099649,orange
30.77915983,23.91701293,11.6762654,12.49073264,93.6302902,7.608941307,102.5428494,orange
27.80176067,14.20952219,9.213599762,23.37215639,92.58683385,7.370061861,105.7079044,orange
25.67234869,8.88601001,11.92887075,33.65853658,93.053872,7.192776052,113.0021096,orange
19.13722188,29.44973497,10.2575599,31.92888941,93.52041526,7.047811862,109.1036346,orange
16.26670871,11.55133643,12.89051799,11.66156888,91.53232229,6.880077148,107.8659025,orange
19.39971456,22.79593261,8.8996837,26.3125421,92.66965264,6.673211877,103.8552853,orange
15.5861995,13.11652862,9.506470033,20.82155346,93.61160505,6.558044145,111.5708046,orange
10.73545282,22.22004767,10.58094784,31.34769449,90.31665424,6.529297263,113.3457209,orange
27.85595285,18.7617408,8.244354922,20.78496454,90.71072998,6.600459108,111.4498545,orange
24.97225769,13.46427074,11.44062255,26.72841024,93.56219763,6.875854566,110.8346902,orange
9.724541095,21.3746725,10.06148014,22.99424101,93.03851043,6.808537284,105.5135559,orange
34.70019317,22.31342601,10.79985748,19.77045414,91.75673407,7.405470387,112.2516824,orange
15.67427949,8.0385099,12.01625224,20.21555634,92.52475678,7.434250665,111.4349902,orange
23.20369675,15.26965759,11.84398103,31.98512032,92.42989779,7.040331612,114.0128798,orange
11.27008453,20.20678849,10.31125251,28.24574335,91.77897317,7.624781653,114.1638618,orange
17.01715435,23.68446268,5.451865671,31.64065587,91.01564473,7.092919893,109.5176688,orange
24.87385207,10.16994673,11.1445331,24.24181701,92.09875592,6.594691944,110.2919025,orange
9.237113349,14.64849886,7.072628097,24.17709738,93.11134398,6.806086667,111.1803009,orange
38.6533676,16.83771144,14.20778807,24.72913234,91.47786472,7.530100779,109.3165514,orange
24.40033461,20.30535501,10.02998069,18.32131979,92.02834039,7.37364373,106.6640432,orange
61,68,50,35.21462816,91.49725058,6.793245417,243.0745066,papaya
58,46,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
45,47,55,38.4191628,91.14220381,6.751452932,119.2653877,papaya
39,65,53,35.33294932,92.11508608,6.560743093,235.6133585,papaya
31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya
70,68,45,33.83508569,92.85470152,6.991626158,203.4044028,papaya
68,62,50,33.20258348,92.76437927,6.977700268,197.5282582,papaya
34,65,47,23.48546973,93.71043692,6.833768535,191.7760562,papaya
38,68,54,29.33710543,90.81781439,6.739170045,202.0572747,papaya
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya
58,51,47,42.13473976,91.70445386,6.757470637,197.402901,papaya
59,47,53,32.86316618,91.4618874,6.850663232,47.271547,papaya
44,64,54,29.80744318,91.38048469,6.74274935,232.7046126,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,papaya
69,60,54,36.32268069,93.06134398,6.98992719,141.1736926,papaya
56,58,49,37.13165026,94.60761797,6.69215564,172.4788062,papaya
49,55,53,38.4418717,93.63739039,6.544029776,77.71566883,papaya
38,51,52,32.66160599,90.78931681,6.927803911,78.85085502,papaya
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,papaya
39,52,53,32.51247398,94.65904123,6.704204398,51.07048113,papaya
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya
34,62,55,27.58548913,90.72526502,6.585346229,238.5008779,papaya
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya
47,46,52,23.19451074,91.40301608,6.502289473,206.3999208,papaya
32,68,52,32.68067385,92.61715632,6.800321319,248.8592986,papaya
36,59,46,34.28879307,93.61082872,6.721130543,127.2509777,papaya
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya
70,54,46,39.73149053,91.12220596,6.919342407,122.7628653,papaya
44,56,49,39.23342464,91.25589286,6.519779583,64.4478499,papaya
34,68,51,27.34734861,94.17756725,6.687088098,40.35153141,papaya
50,59,47,40.76998685,92.09278584,6.747975732,209.8678411,papaya
39,70,52,26.26559543,90.79668055,6.65149129,59.49373381,papaya
34,61,49,28.12971499,93.3210737,6.502675132,117.8201907,papaya
44,60,55,34.2804607,90.55561637,6.825371185,98.54047745,papaya
31,62,52,33.7960155,93.00754254,6.99104104,182.026807,papaya
65,62,51,31.53243779,90.87394933,6.511624841,207.0735119,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,papaya
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya
43,50,48,28.28222883,91.37059792,6.63016515,179.2720807,papaya
60,46,53,24.48620746,92.98254537,6.761953186,183.49095,papaya
70,68,55,42.84609252,94.63548176,6.691202286,78.8099639,papaya
59,62,52,43.67549305,93.10887229,6.608667684,103.8235658,papaya
60,58,51,42.07213781,92.92203105,6.840802254,165.7412972,papaya
42,60,47,33.46873719,92.12746225,6.834808348,136.8277041,papaya
35,66,47,31.7018373,91.66232213,6.953439161,48.83810592,papaya
34,65,48,41.41968393,90.03863107,6.665024508,199.3096432,papaya
36,54,46,42.54744013,94.94482086,6.662875839,214.4103848,papaya
39,64,52,28.91842453,94.63676767,6.678695788,63.68794608,papaya
37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya
33,47,46,29.20300896,93.96834049,6.839443833,209.4083305,papaya
34,48,48,41.04224355,91.37258067,6.805277038,181.527598,papaya
49,54,50,25.62446619,93.18240298,6.762522087,97.26336657,papaya
40,65,49,35.32876402,91.06138506,6.678449318,163.9069365,papaya
68,52,49,24.42561272,92.27749066,6.577192175,63.35298768,papaya
50,46,52,31.18298415,90.21646909,6.734005648,54.01872359,papaya
65,63,50,31.88342554,91.3256535,6.524459342,79.27201575,papaya
40,49,47,42.93368602,91.1756748,6.501521192,246.3613268,papaya
42,53,48,23.11407669,94.31994776,6.758479569,231.5153161,papaya
49,55,51,24.87212063,93.90560147,6.676578778,135.1694525,papaya
59,62,49,43.36051537,93.35191636,6.941496806,114.778071,papaya
63,58,47,26.83054058,90.75379971,6.864143752,144.6656444,papaya
70,65,52,30.42012134,93.12659793,6.583528529,75.95295,papaya
63,50,52,28.64555584,93.22642604,6.751747609,115.8163936,papaya
40,64,47,32.50037548,93.47888842,6.893509446,71.73759526,papaya
63,58,50,43.03714283,94.6428898,6.720744449,41.5856585,papaya
45,58,49,30.10773379,90.34546355,6.827812549,75.24521981,papaya
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya
54,67,52,35.67667332,93.30641944,6.586107335,141.3381168,papaya
69,67,52,27.71948962,94.43877142,6.827305908,82.83061083,papaya
67,68,49,35.26824831,92.38282957,6.821774589,149.8488208,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,papaya
56,50,52,33.08706051,92.25197542,6.770384816,88.1300769,papaya
70,50,53,37.4620912,90.44967809,6.933809743,172.3458448,papaya
44,47,45,38.73218907,94.73613484,6.579441304,218.142147,papaya
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya
52,51,53,38.38231475,93.10378595,6.985804083,210.2735346,papaya
35,68,45,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68,69,52,25.65492304,92.74501561,6.813383387,52.95477913,papaya
32,55,52,37.58899717,91.99740365,6.9677596,159.6577388,papaya
32,55,51,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya
39,69,53,25.9300384,93.02357765,6.964955435,241.8202079,papaya
49,61,45,32.76795887,94.57377401,6.764213299,240.4795923,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya
69,66,49,40.00439101,90.17015833,6.52711001,92.11877372,papaya
53,55,55,33.32315744,91.25271223,6.709668804,234.496633,papaya
38,61,52,31.22790131,94.94021378,6.620729882,46.44279118,papaya
57,64,55,26.68386496,92.9585411,6.583760499,62.50689682,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,papaya
56,65,45,38.2016825,93.97379963,6.751298936,218.0908814,papaya
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya
58,55,47,26.05375792,93.69111672,6.742490027,240.6863901,papaya
68,70,54,31.29986342,92.76039164,6.986228647,54.77830202,papaya
42,59,55,40.10207731,94.35110201,6.979102243,149.1199989,papaya
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya
56,59,55,37.03551903,91.79430166,6.551892638,188.5181422,papaya
39,64,53,23.0124018,91.07355541,6.598860305,208.3357976,papaya
60.82275567,65.65585135,52.40360503,29.59644358,92.664977,6.783715201,220.4136199,papaya
56.39697918,48.8884153,46.57290524,39.66788508,90.83762039,6.690383122,128.8430229,papaya
49.61128851,49.92793028,54.87477401,36.09485592,92.52231363,6.736926714,133.2439304,papaya
41.61090756,58.6868696,50.37205959,31.35738492,92.65263753,6.601454287,233.4195578,papaya
39.47896098,63.67465153,45.40358461,42.18270035,90.34619174,6.887436356,166.978716,papaya
69.73204684,67.78712826,47.84786481,30.24372954,91.61339568,6.868307069,158.6938517,papaya
67.64789316,56.75745355,51.90432993,35.22687534,92.28076475,6.949468193,169.4283629,papaya
